name,lat,lon
2,36.1232761,-115.2796896
2,36.1080747,-115.1363806
2,36.030755,-115.2209648
2,36.2371812,-115.2311905
2,36.1638579,-115.1594148
4,36.1088082,-115.173583
1,36.1133346,-115.2973924
4,36.11475,-115.1941
3,36.1149052,-115.2097436
1,36.1265042,-115.2099776
1,36.125587,-115.211199
1,36.1523324,-115.2428249
1,36.1282092,-115.2253496
2,36.1477333425,-115.243336558
1,36.0772861605,-115.298175927
1,36.1595287253,-115.232730303
1,36.1250739238,-115.206622348
2,36.095978,-115.100573
2,36.072698472,-115.092840493
1,36.087483,-115.243782
1,36.0125120527,-115.119699971
3,36.2189518,-115.2134263
2,36.1139123,-115.1369385
2,36.1013771,-115.137406
2,36.115417,-115.2003327
1,36.1013415,-115.2264336
2,36.147371,-115.155365
1,36.1429966,-115.2761063
2,36.159147,-115.153733
3,36.122917,-115.168527
3,36.1094942795,-115.174048043
4,36.1167966,-115.1773341
3,36.1179352,-115.1748371
2,36.1277253,-115.1744147
2,36.1109496171,-115.172558321
1,36.2777739,-115.2883157
2,36.1606428,-115.320685
2,36.167526,-115.138435
3,36.1047801463,-115.17492681
2,36.1002598,-115.1251555
2,36.100414,-115.1265829
2,36.071911773,-115.114002787
1,36.1005561,-115.304891
2,36.1182771,-115.2097984
3,36.114539,-115.195684
1,36.127754,-115.224318
1,36.0612353,-115.2896852
3,36.1450448,-115.2048958
2,36.1638289,-115.1568419
1,36.125541,-115.223274
1,36.1152068,-115.1181849
2,36.1149315,-115.0712057
2,36.196564,-115.193938
2,36.20183,-115.282161
2,36.1440254,-115.1938769
2,36.1434763,-115.1873789
1,36.115023,-115.131764
2,36.124874,-115.1942484
1,36.125652,-115.153687
1,36.120575,-115.1543573
1,36.1577883648,-115.137740163
1,36.2184241,-115.2431576
1,36.193937,-115.191902
2,36.1476947,-115.1563056
2,36.2727664693,-115.266528986
3,36.2637013,-115.2655124
1,36.1252029,-115.137102
2,36.124423,-115.146372
1,36.1075874,-115.1524831
1,36.1930544975,-115.304281734
1,36.1008769,-115.2445968
3,36.1727435,-115.1455849
3,36.164339,-115.061676
2,36.101527,-115.1892261
2,36.0687772,-115.1726641
2,36.1268272,-115.2075436
2,36.1003089,-115.2086355
2,36.099414,-115.2087414
1,36.079211,-115.101213
2,36.1486319,-115.3334385
2,36.3003714,-115.279395
3,36.03539,-115.177381
2,36.067618,-115.174295
1,36.1014779,-115.296366
2,36.160796,-115.243898
2,36.284287,-115.285839
1,36.2714625,-115.2676299
2,36.1157894,-115.1537506
2,36.129396,-115.136364
1,36.1932356294,-115.304171737
1,36.1264476,-115.1926856
2,36.1722965,-115.0798567
2,36.1245825,-115.2086713
3,36.0687779,-115.1768402
1,36.0687779,-115.1768402
2,36.1155093,-115.1342835
2,36.0150169665,-115.117183047
3,36.1683682187,-115.21774292
3,36.1725319,-115.197258
1,36.1635421862,-115.207427048
2,36.1294227,-115.1424913
2,36.1319619,-115.1572054
2,36.124423,-115.146372
2,36.1053642,-115.150647
2,36.1157811847,-115.155821443
1,36.1248998,-115.1350531
4,36.1407035,-115.1823137
2,36.0858828,-115.149411
2,36.0992725,-115.1362126
3,36.10376,-115.198753
2,36.0689912,-115.1755694
1,36.109511,-115.141935
2,36.1777713138,-115.139135582
3,36.0553391,-115.2259983
1,36.1546411,-115.1542163
3,36.1629926,-115.1592511
2,36.1602998,-115.1719837
2,36.1634205,-115.1588431
2,36.0645150406,-115.24439791
2,36.1004676,-115.1982564
1,36.02074437,-115.1193301
2,36.017589,-115.1176516
1,36.027642,-115.1357133
2,36.158191,-115.286014
2,36.1629318,-115.15825
4,36.188542,-115.163441
2,36.103149,-115.156798
1,36.1674807071,-115.286576785
1,36.171521,-115.207361
2,36.1359836444,-115.137406066
2,36.1033377,-115.1569628
2,36.158293,-115.1579886
2,36.1622834,-115.0636579
1,36.1668853642,-115.061679392
1,36.0350866,-115.2052689
2,36.257076797,-115.226201323
2,36.1030179172,-115.167688876
2,36.1010489,-115.0999655
1,36.1146968537,-115.100319125
2,36.2388340919,-115.154006492
2,36.1678253,-115.2871646
2,36.3027192,-115.2822117
2,36.2896832,-115.2868474
2,36.2390464208,-115.186477415
2,36.2066781,-115.2990017
1,36.1679027,-115.1380764
2,36.1716577,-115.1463616
1,36.1391176,-115.0669695
2,36.1935673,-115.3061783
4,36.1245647481,-115.098266602
1,36.123621,-115.2074151
1,36.1157652653,-115.096344834
1,36.066304,-115.255162
1,36.0641072,-115.2415182
2,36.0714993636,-115.130187947
1,36.089494,-115.138026
2,36.0627181,-115.2414561
2,36.013277,-115.1352545
4,36.1582642,-115.1579672
1,36.1590906,-115.1721079
3,36.1433538,-115.2512854
1,36.1595332,-115.2896481
2,36.017362,-115.117046
3,36.1218632,-115.1696491
2,36.1086896,-115.1731693
1,36.1183949,-115.1729418
1,36.1262286179,-115.171051025
2,36.1107323,-115.1722365
1,36.158723,-115.069395
1,36.0998088,-115.0644823
2,36.1206015,-115.1768382
2,36.1098635984,-115.16993406
2,36.1274977027,-115.170026036
4,36.1161559,-115.1750576
2,36.0566383,-115.1636524
1,36.0809050915,-115.146765299
3,36.0816107,-115.1219596
1,36.062901,-115.242966
2,36.1445123879,-115.295668862
2,36.1300289,-115.2777727
1,36.0441733,-115.1877926
1,36.1413706,-115.1367974
2,36.0671136331,-115.251420736
2,36.1606428,-115.320685
1,36.1672622,-115.2592043
1,36.1671901,-115.2855925
2,36.2636522,-115.2575351
2,36.1725319,-115.197258
3,36.124423,-115.146372
1,36.1130255,-115.1634847
2,36.115231,-115.165553
2,36.1130255,-115.1634847
2,36.1600355773,-115.331454438
2,36.1605429,-115.320922
2,36.2708294,-115.2685393
3,36.1725319,-115.197258
1,36.1214322,-115.1445783
2,36.10131,-115.156429
2,36.0841716,-115.1221806
2,36.0573012,-115.1285587
2,36.1981346604,-115.242432917
3,36.1067631229,-115.17708712
3,36.1268114073,-115.167401599
3,36.1206015,-115.1768382
4,36.106704,-115.176915
3,36.1238325,-115.2794069
2,36.1700270996,-115.292602032
3,36.1211955,-115.1740737
2,36.124467,-115.171033
2,36.12184,-115.169611
2,36.1107323,-115.1722365
1,36.1355022947,-115.159739608
2,36.135382,-115.159235
4,36.11016,-115.173908
3,36.1238687505,-115.168321542
2,36.0992748,-115.113954
1,36.1671901,-115.2855925
2,36.1672912,-115.2869529
2,36.2700276,-115.2696018
2,36.1712789,-115.2042155
2,36.1648426,-115.2085226
1,36.124423,-115.146372
1,36.1608412,-115.0627204
1,36.1593088,-115.0823087
2,36.1470589,-115.0644991
2,36.1672912,-115.2869529
2,36.2702831,-115.2692792
2,36.1725319,-115.197258
2,36.150032,-115.162928
1,36.1580626,-115.0462282
2,36.161129793,-115.285921991
3,36.1613371,-115.2878484
1,36.2395583768,-115.228460634
2,36.106605,-115.1364041
1,36.135635,-115.2304131
2,36.1581511387,-115.327772485
2,36.1680515,-115.2870797
2,36.1634547,-115.2893597
1,36.1741728,-115.2770747
2,36.1669105359,-115.28724724
2,36.158513,-115.075474
2,36.1722572,-115.1963246
2,36.1370477853,-115.152222589
3,36.124423,-115.146372
1,36.1214322,-115.1445783
1,36.1801488,-115.1778867
2,36.1671789129,-115.285999104
2,36.27085495,-115.268554688
1,36.1659551,-115.206141
4,36.1725319,-115.197258
2,36.2776855,-115.2071495
3,36.2075183,-115.2681365
2,36.0687779,-115.1768402
1,36.1693002284,-115.206191316
3,36.1608544,-115.3315267
2,36.1457196086,-115.063409967
2,36.1607672292,-115.245224782
2,36.1284019456,-115.152901962
1,36.1629282,-115.2907175
1,36.2738452633,-115.268174694
1,36.146396,-115.065233
1,36.122409,-115.13732
2,36.1578377,-115.3134414
1,36.1423378,-115.1563054
2,36.0571108,-115.1285112
2,36.0740299,-115.1732857
2,36.0839998,-115.1537389
2,36.1153391,-115.1246948
2,36.2306843,-115.0564098
2,36.1428047268,-115.209143758
1,36.1374449,-115.0647934
2,36.1455632,-115.3006082
1,36.0628066,-115.2414962
2,36.2760304,-115.120388
1,36.0069369,-115.1466693
4,36.016188,-115.28535
2,36.0758571125,-115.181633346
2,36.0571445,-115.1286093
2,36.0672476,-115.1722326
1,36.0838389,-115.148385
2,36.0577899604,-115.118325166
2,36.1699152,-115.143861
1,36.1284285,-115.3144745
3,36.1075578,-115.1812167
2,36.1705172,-115.1436468
2,36.115371,-115.0928722
1,36.1007574,-115.0930717
1,36.0203388736,-115.117025971
1,35.9974897,-115.2056326
2,36.0072952,-115.1151882
2,36.166549,-115.2881445
2,36.1607779,-115.2914106
2,36.2715495,-115.2644756
2,36.1361402126,-115.151544344
3,36.1295416,-115.1325897
2,36.0547349,-115.2413757
1,36.098467,-115.148375
1,36.3027298935,-115.281728656
1,36.1612270133,-115.332990837
2,36.1267019137,-115.137453467
1,36.1725604183,-115.245821625
1,36.2811604,-115.2862151
2,36.29133,-115.287999
2,36.1162,-115.161828
2,36.120135075,-115.154417458
2,36.08044,-115.146097
2,36.110912,-115.1512323
2,36.1167386157,-115.136431316
1,36.2369865,-115.0479396
2,36.1142773,-115.1709763
2,36.17617,-115.0630157
3,36.1158543432,-115.176174388
2,36.1025983086,-115.169400126
3,36.1218632,-115.1696491
2,36.1277253,-115.1744147
2,36.11735776,-115.172289773
2,36.1094088,-115.1727107
2,36.1218632,-115.1696491
1,36.1592271,-115.1461593
2,36.1969016,-115.2062221
2,36.1949007,-115.2420603
2,36.1958244,-115.2249295
3,36.1062346356,-115.166950965
2,36.1620558,-115.0625134
1,36.1737686732,-115.081502517
1,36.1745742589,-115.063791486
2,36.0431207,-115.2418895
2,36.1235575,-115.2075378
2,36.0684803,-115.1776797
1,36.0666537215,-115.178283493
2,36.098721,-115.1196546
4,36.119801,-115.143007
2,36.1439373,-115.2969659
1,36.0574886,-115.1494812
2,36.17062,-115.144668
2,36.1718195,-115.1423041
3,36.041065,-115.1945645
2,36.0402159,-115.2244853
1,36.1148589,-115.1643875
1,36.1319703,-115.1587779
4,36.233048,-115.246776
2,36.1433067322,-115.253547668
2,36.1092406,-115.1784884
2,36.0196553,-115.2712159
3,36.1430037,-115.2898212
1,36.1230085,-115.2241577
2,36.1665840149,-115.259666443
2,36.1645604,-115.2893048
2,36.1371122,-115.1529193
3,36.124902,-115.13471
2,36.0999219,-115.1364184
4,36.0693859,-115.1766082
3,36.065983,-115.12079
1,36.2016161,-115.283462
2,36.1935673,-115.3061783
1,36.100871945,-115.24453159
1,36.0987307,-115.175777
2,36.1107323,-115.1722365
3,36.1218632,-115.1696491
2,36.1222378711,-115.170992017
2,36.1276070473,-115.168533551
1,36.1022916596,-115.169503056
2,36.1177182464,-115.175288916
3,36.1295451,-115.1725941
2,36.1177747,-115.1725759
2,36.0851767815,-115.101525025
2,36.167252,-115.154643
2,36.1676142,-115.1458883
1,36.2174619,-115.2449141
1,36.1301092,-115.1102267
3,36.1682348,-115.1554132
1,36.2030945,-115.2244853
2,36.2002064,-115.2436384
2,36.1730663,-115.2459998
2,36.2393488,-115.1693768
1,36.1456048,-115.0650779
3,36.124423,-115.146372
3,36.124423,-115.146372
2,36.1925121686,-115.306496538
1,36.1005777,-115.244707
1,36.0995921,-115.1179537
3,36.0673934,-115.1722333
2,36.089494,-115.138026
3,36.1155934,-115.1414363
2,36.1634006,-115.2908282
2,36.2771448,-115.2071911
2,36.2794672,-115.2080128
1,36.172577,-115.197211
2,36.1725320001,-115.197257884
1,36.1716735,-115.2023006
3,36.1362575,-115.1512526
1,36.1918793785,-115.305118576
1,36.2715522,-115.2676311
2,36.2730810238,-115.270653384
3,36.1600724,-115.350056
1,36.0682344545,-115.141529397
2,36.0697610996,-115.175227945
1,36.089494,-115.138026
2,36.11292,-115.161534
1,36.2408526,-115.0789297
3,36.160122,-115.31731
2,36.1240362516,-115.207417989
1,36.11356,-115.242053
2,36.128561,-115.1711298
1,36.1275236,-115.1715003
4,36.1190372,-115.176005
1,36.143775,-115.082142
1,36.2775954745,-115.288717313
1,36.1003927,-115.1184279
1,36.1177747,-115.1725759
4,36.123454,-115.168335
3,36.1272241,-115.1715512
2,36.166822,-115.1343037
1,36.1726462141,-115.196073018
2,36.2820346,-115.2838731
2,36.159290697,-115.350952173
2,36.1074947,-115.1560042
2,36.1072044373,-115.152946472
1,36.0408275,-115.1705364
1,36.1008769,-115.2445968
2,36.1661267,-115.1335253
2,36.1184749,-115.1755707
1,36.1107749,-115.1721858
3,36.1142391,-115.1727367
3,36.1068839544,-115.174226761
3,36.128561,-115.1711298
3,36.1694535314,-115.267350991
2,36.2814413,-115.2676858
1,36.1255127665,-115.13603695
1,36.1410796647,-115.119311392
2,36.1522443,-115.1623278
2,36.1641927,-115.1515501
4,36.1083176,-115.174085
1,36.1674946,-115.148789
2,36.0582206,-115.2436309
1,36.14201,-115.22474
1,36.01979,-115.15036
2,36.1668593573,-115.286903787
2,36.1423378,-115.1563054
3,36.1264176498,-115.166443448
1,36.106542,-115.17204
3,36.1273726438,-115.169373765
3,36.1190372,-115.176005
2,36.128561,-115.1711298
2,36.1128270642,-115.172581497
1,36.1050193,-115.171768
2,36.158602,-115.0791016
1,36.0998387,-115.0727794
1,36.1049214334,-115.136013329
2,36.1106007,-115.136378
2,36.0912617,-115.1742471
2,36.1629926,-115.1592511
3,36.1632706,-115.1569606
1,36.18557,-115.207581
1,36.146312,-115.334016
2,36.166549,-115.2881445
2,36.1413924,-115.1385059
1,36.1955613,-115.2567931
3,36.1638231575,-115.15668042
2,36.1703839974,-115.143929597
3,36.1715474,-115.144279
3,36.089494,-115.138026
1,36.0987437,-115.1360224
2,36.0831401986,-115.148800501
2,36.1684254,-115.2869638
1,36.169037,-115.2055543
2,36.2684007,-115.2956118
1,36.089493959,-115.138025992
1,36.1651909,-115.2458827
2,36.1729946887,-115.194474698
2,36.1214322,-115.1445783
2,36.1102226,-115.155311
1,36.1149599775,-115.155506283
1,36.059631,-115.119423
2,36.1557391,-115.1595401
2,36.1677598557,-115.138316983
2,36.1710444967,-115.143035352
3,36.161177,-115.123678
1,36.1732944,-115.0618236
2,36.0416039177,-115.224609375
2,36.057719,-115.1582445
1,36.0554276057,-115.171661838
2,36.0998313,-115.1486543
2,36.0687779,-115.1768402
2,36.1120705,-115.1198403
2,36.242107,-115.056933
2,36.1561577,-115.0796487
2,36.1590341,-115.0794803
2,36.121882,-115.1894763
1,36.1439838,-115.0774281
2,36.0683629,-115.1726642
1,36.1157552,-115.1422055
2,36.154085,-115.15777
1,36.1617046,-115.1734184
1,36.1001831,-115.138668
2,36.0679347984,-115.176175386
2,36.115652,-115.1377978
2,36.1162314,-115.2253751
2,36.1689224243,-115.140144348
2,36.1310126,-115.1991157
2,36.1144790649,-115.099319458
1,36.1643156,-115.1574463
1,36.0567423125,-115.242211568
3,36.1635951,-115.1570109
1,36.175,-115.136389
2,36.173677,-115.141731
1,36.150704,-115.15304
2,36.1266495,-115.2804382
2,36.1594391,-115.1712276
2,36.1582642,-115.1579672
1,36.0987979051,-115.11800768
2,36.1627252165,-115.245750546
2,36.1725319,-115.197258
1,36.2912405,-115.2874408
2,36.1378447,-115.1654364
2,36.112856,-115.242389
4,36.0921815975,-115.17663002
2,36.144938,-115.2989956
1,36.0848120876,-115.151201011
2,36.2427693,-115.0505537
2,36.173216,-115.144837
2,36.1687694,-115.1400949
1,36.1693968,-115.1415845
4,36.1268768,-115.1658732
1,36.1675261791,-115.138435028
2,36.1188384,-115.1544802
2,36.188961,-115.285665
1,35.9987857205,-115.207492188
1,36.1011683,-115.3024855
2,36.057847,-115.278523
2,36.219632,-115.083504
1,36.1243036,-115.2431013
1,36.128213,-115.172998
2,36.1101790282,-115.172535278
3,36.1045722,-115.1727675
1,36.128561,-115.1711298
3,36.1270191061,-115.168361105
1,36.0814793064,-115.13721195
2,36.1448821,-115.1572121
2,36.1685325,-115.1376842
2,36.1690188918,-115.140376277
2,36.1638289,-115.1568419
2,36.181294,-115.180427
4,36.1257322229,-115.16760841
2,36.11196422,-115.178128367
3,36.1206015,-115.1768382
2,36.1208068293,-115.171853006
2,36.11949,-115.169667
1,36.1170899,-115.1724204
2,36.1399028,-115.1608424
3,36.1277253,-115.1744147
2,36.11289,-115.171282
4,36.1265953,-115.1653652
1,36.1729495,-115.1447421
2,36.1100794,-115.1725201
2,36.116644667,-115.176545874
2,36.097106,-115.176612
2,36.098909,-115.175557
1,36.1273747911,-115.168998954
3,36.1272493,-115.1667018
2,36.1214517,-115.1696112
2,36.1142769,-115.1709748
2,36.1178743,-115.171169
3,36.149751,-115.0762536
1,36.176918,-115.176071
1,36.1439838,-115.0774281
2,36.1371788,-115.1627299
4,36.105342,-115.175265
3,36.12478,-115.167966
2,36.1145367627,-115.172678268
2,36.1968085,-115.2238003
2,36.1438869,-115.1968986
1,36.1311926,-115.2077993
2,36.1001295,-115.1384131
2,36.1351758,-115.1749025
1,36.1163187,-115.0693311
2,36.1287148858,-115.093188715
2,36.2693105094,-115.266129971
2,36.1693404371,-115.061645396
2,36.1829664896,-115.160468537
2,36.1221978,-115.2089027
2,36.1255480744,-115.194485875
2,36.0174059,-115.117173
2,36.1427564,-115.1578748
1,36.1181654,-115.1706363
2,36.1163474,-115.1723373
2,36.2651489,-115.2595274
2,36.271428,-115.266543
2,36.1141366,-115.1719593
2,36.1142773,-115.1709763
2,36.1309442,-115.2784531
1,36.0357492,-115.1533426
2,36.128561,-115.1711298
2,36.120588,-115.172296911
2,36.1217876916,-115.169594624
3,36.1702682,-115.1449127
2,36.1703678106,-115.145309098
2,36.1679035,-115.138142
2,36.215355,-115.2422197
1,36.055015,-115.279266
2,36.129968,-115.102635
2,36.0079139,-115.1157058
4,36.144369,-115.198066
2,36.0152797,-115.171712
2,36.1035296,-115.1723424
2,36.1107749,-115.1721858
2,36.1235594764,-115.168669224
4,36.1193435443,-115.176534938
3,36.175574,-115.16068
2,36.1440204,-115.2971864
3,36.1100668,-115.172501
1,36.2798974812,-115.204997063
2,36.12613,-115.1891408
2,36.1275008,-115.1659163
2,36.1123576,-115.1702213
4,36.112091129,-115.17635576
3,36.1030009,-115.1735161
3,36.1029162,-115.1697555
2,36.2775704,-115.2886102
1,36.0996751,-115.1186361
2,36.123107,-115.192051
2,36.1022543,-115.1699583
4,36.1277253,-115.1744147
2,36.1295470444,-115.108841881
2,36.1237978,-115.1702465
4,36.1226408,-115.1675152
2,36.1214517,-115.1696112
1,36.1006042,-115.1646083
2,36.1090335968,-115.207443237
1,36.0865254,-115.2262491
3,36.1576692,-115.2907728
3,36.1574531175,-115.152659626
2,36.1584817,-115.2857741
1,36.158726,-115.272474
2,36.2391154,-115.0964313
2,36.18713,-115.062617
1,36.1612,-115.063
2,36.1729495,-115.1447421
2,36.0838389,-115.148385
2,36.1301686,-115.1555967
2,36.1308667,-115.1179125
2,36.1636985737,-115.061678736
2,36.0400472,-115.1964152
2,36.1955021,-115.2482722
1,36.1443545,-115.2950776
3,36.175747,-115.2917528
2,36.029592203,-115.134688864
1,36.0418893049,-115.170387818
2,36.1542955,-115.1537409
2,36.1566896,-115.148347
4,36.0121485,-115.15323
2,36.0109158234,-115.120648295
2,36.151925,-115.242792
1,36.1435161,-115.2330284
2,36.1526614,-115.2442213
2,36.2334378,-115.0630776
3,36.167526,-115.138435
1,36.1613118,-115.0637132
2,36.1693405,-115.0616453
1,36.0406276166,-115.191256177
2,36.0412834,-115.1833103
2,36.143672,-115.1409598
2,36.1350977,-115.1555215
2,36.170055,-115.140844
2,36.0701624721,-115.130364617
2,36.0692659,-115.1773372
2,36.0577328,-115.1583224
1,36.0765176,-115.1533426
2,36.1593232,-115.0793185
1,36.1107323,-115.1722365
3,36.1107323,-115.1722365
2,36.1096948,-115.1701624
1,36.1138863,-115.1727539
3,36.1277253,-115.1744147
1,36.1456743,-115.2425876
1,36.1584751,-115.1265495
2,36.144445031,-115.275684777
1,36.1439128,-115.276078
2,36.159014,-115.351342
1,36.016461,-115.1171167
2,36.165604,-115.0616061
2,36.0407976,-115.1828588
2,36.047815,-115.244075
2,36.140911,-115.142441
2,36.124423,-115.151865164
3,36.0654714349,-115.257221937
1,36.1595453,-115.2309619
2,36.1452526,-115.2137481
2,36.1447414,-115.2394947
1,36.091697,-115.171958
1,36.1918638,-115.3059833
1,36.221936,-115.1462928
2,36.1158059,-115.2987814
1,36.1584067,-115.2053419
1,36.1572563,-115.2072081
1,36.0630388,-115.2520521
1,36.066865,-115.273241
1,36.0709274,-115.2788344
2,36.1709789,-115.2066672
2,36.1209134242,-115.13572436
2,36.1426012,-115.2807201
2,36.1629318,-115.15825
1,36.113229,-115.24165
2,36.1683045043,-115.061674133
2,36.19697,-115.256147
1,36.1144544,-115.0917302
2,36.0563775,-115.2659777
2,36.1805335,-115.2577339
2,36.1128802,-115.2786224
2,36.1801953,-115.0810111
4,36.1583929,-115.1594455
2,36.1596729161,-115.172003751
2,36.0553574,-115.2414974
1,36.053499,-115.2429919
2,36.03849,-115.195052
1,36.0998699,-115.0775165
4,36.1088082,-115.173583
4,36.1265953,-115.1653652
3,36.130111,-115.171051
1,36.131709,-115.0839955
2,36.111224835,-115.297504585
2,36.1723286,-115.198712
2,36.1252695702,-115.243588275
2,36.1251129,-115.1904567
2,36.1247414,-115.1936496
1,36.115618,-115.13811
1,36.1580433,-115.0460999
2,36.0780826,-115.2421567
2,36.1584045977,-115.212860454
2,36.1069145203,-115.150917053
2,36.011914942,-115.15349295
2,36.1273513,-115.3147654
2,36.168984,-115.1407265
2,36.1683766,-115.139375
1,36.1711573,-115.1402898
1,36.1614822,-115.1522585
2,36.1619472,-115.1581889
2,36.099378,-115.171007
2,36.1065513,-115.1721069
1,36.1277253,-115.1744147
1,36.110212408,-115.171480179
3,36.112500638,-115.170578957
2,36.128561,-115.1711298
2,36.0832757188,-115.032299456
2,36.169101,-115.143236
2,36.1696229,-115.1415204
2,36.1000359111,-115.301835537
1,36.1374298,-115.0670067
1,36.0645676952,-115.244377926
2,36.294443576,-115.279004574
2,36.1146,-115.173
2,36.1578498353,-115.287512345
2,36.1447481,-115.1016004
2,36.1179083858,-115.137138704
2,36.1239576,-115.2079142
3,36.158026,-115.289113
1,36.1595001,-115.2505939
2,36.145528,-115.303242
2,36.1142203,-115.1327808
2,36.1123729,-115.1727967
2,36.128561,-115.1711298
1,36.1092884203,-115.171985425
2,36.1173432,-115.1763623
2,36.1097544,-115.1738726
2,36.1003418,-115.0796262
1,36.0993723,-115.0999935
2,36.1578526094,-115.28946323
2,36.098582,-115.242545
2,36.0726226472,-115.24351275
2,35.9969390558,-115.205673235
1,36.1720776,-115.1468298
2,36.1020911813,-115.171778365
2,36.1107901,-115.1714113
2,36.1097441866,-115.170058546
3,36.127546,-115.172192
2,36.1265953,-115.1653652
4,36.1025900701,-115.170541385
2,36.1015953528,-115.171844939
1,36.1087848,-115.1370794
1,36.0998266141,-115.100727293
1,36.011426,-115.174196
4,36.140012,-115.173705
1,36.1005371,-115.0741452
2,36.1580682974,-115.046275444
1,36.1444669,-115.2960249
1,36.1455794,-115.3006961
2,36.1445433,-115.2785984
1,36.0361556853,-115.243138075
2,36.0724699,-115.2435649
1,36.1613132,-115.1229132
2,36.1598867,-115.1520224
1,36.1710681,-115.1431353
1,36.169008,-115.147637
2,36.2172716433,-115.244758129
1,36.1659025,-115.063513
1,36.055251,-115.225806
1,36.1669542582,-115.063645989
2,36.046279,-115.243346
2,36.0393969,-115.1986049
3,36.1644639,-115.1579491
2,36.160555,-115.145874
2,36.0229426,-115.2440022
3,36.1634205,-115.1588431
1,36.1679035,-115.138142
1,36.1688534,-115.1400422
2,36.128647,-115.064608
2,36.052392,-115.1690207
2,36.05657,-115.278503
2,36.169872,-115.139516
1,36.1667193,-115.1452391
2,36.1065014766,-115.172454491
3,36.1107323,-115.1722365
2,36.146552003,-115.064486437
2,36.1600326,-115.0788545
2,36.0408451,-115.1352845
2,36.1138248448,-115.175552778
2,36.1234783899,-115.168578008
3,36.103376733,-115.169557015
2,36.112544,-115.170981
2,36.0473794,-115.1814358
3,36.1431923,-115.242116
1,36.159189,-115.127554
1,36.1585354,-115.1229682
1,36.1439997,-115.146423
2,36.126681,-115.1858733
3,36.150073648,-115.333253145
3,36.1488568,-115.333883
2,36.1083983476,-115.04684771
2,36.1147704,-115.2069889
3,36.1591487,-115.152673
1,36.2151617552,-115.212288313
2,36.0708007,-115.2984805
1,36.0380218,-115.1968084
4,36.2009126,-115.2814375
1,36.0566853908,-115.106316726
3,36.1249276,-115.1354186
2,36.1718303,-115.1420069
1,36.133001,-115.173977
2,36.1688235,-115.2185573
2,36.1671901,-115.2855925
2,36.142094,-115.209418
