name,lat,long
2,33.4943298,-111.9224801
3,33.6793306912,-111.975526535
4,40.4958772052,-80.2560925484
1,35.1274285,-80.8599193
2,33.524008,-112.091192
1,33.4742572,-112.0648778
2,43.6730818,-79.286518
3,43.8340781,-79.0906696
2,43.7500715,-79.2958491
2,48.7712,9.17852
3,43.6753177,-79.3897088
1,36.1948912,-115.2051145
2,36.2165934,-115.2445735
1,43.6543053,-79.3991325
2,43.8238258,-79.2476563
3,36.1605691,-115.3208852
2,36.103953,-115.136215
1,36.114035,-115.128016
2,36.1041299,-115.1377251
1,33.6245789,-111.9413789
2,33.6711724,-112.1848767
2,33.6393273813,-112.230536109
1,33.664516,-112.2026347
2,41.681422,-81.2962052
2,33.4865569,-112.3631091
2,33.4591438682,-112.357080504
2,33.248994,-111.86573
2,33.2344429,-111.8604326
3,55.9517174624,-3.1786786805
3,43.8645026,-79.0109273
2,43.6529547,-79.3991357
2,40.5139398561,-80.1555901766
3,33.6626966153,-112.188171083
3,33.639791,-112.224556
1,33.6671434,-112.1872218
2,35.2887,-81.018498
1,36.1405381,-115.1426058
1,36.1430355663,-115.13705937
2,36.1362847,-115.1514119
2,35.174878,-80.8487449
1,35.062218,-80.773346
2,36.1075601,-115.1524761
2,43.084,-89.3162
1,35.084106,-80.878954
2,55.9715395,-3.1772942
2,48.8107037,9.2235803
1,33.6243986279,-111.97976469
3,43.6662014,-79.4060876
1,43.7287992,-79.4031842
2,43.7174661,-79.305012
2,40.448156958,-80.0041090697
2,41.457915,-82.010263
2,43.6537184,-79.3909035
1,41.374379,-81.783214
2,44.0522999,-79.4565438
1,36.1257455,-115.2718422
2,45.5004427961,-73.5748498307
2,41.4156025,-81.9234726
2,45.567942,-73.729165
3,43.7676848778,-79.3855388837
2,33.3207483282,-111.931482858
2,33.349496,-111.9485747
3,33.333854,-111.9123807
2,33.3505851402,-111.957400711
2,33.4356207,-112.0095457
1,45.5193807,-73.5772549
2,35.222939643,-80.8323510736
1,40.4425995,-80.0001807
1,40.4395778,-80.001289
2,36.0325192,-114.9826342
1,45.5301055,-73.6361651
2,34.9548468,-80.8519757
2,33.4969194347,-111.929040681
2,33.5085786,-111.9270662
2,43.5928732,-79.6429838
2,35.155407,-80.875309
1,40.3830261,-80.0153449
2,43.6855125,-79.3140829
2,33.6386683,-112.399804
4,36.239473,-115.2265117
2,40.097136,-88.245695
1,40.1070836,-88.2438972
2,35.1082010127,-80.8778339624
2,33.5101083277,-111.986011168
1,43.619828,-79.5236652
1,35.4611816,-80.8474255
1,35.086393,-80.848856
1,43.6794873,-79.3434874
2,35.2966952,-80.7378127
2,35.2941686,-80.7397847
2,43.6416487,-79.3779206
1,33.6240665,-112.3923148
2,33.6389245,-112.388225
1,43.685660765,-79.6206445471
2,43.3950695129,-79.7109603882
2,45.5262661,-73.5810328
1,43.8192425,-79.1135987
1,33.6975458,-111.9234934
2,43.798946,-79.2015244
2,43.6370607,-79.3967212
2,33.3951410306,-111.720953733
2,33.390567,-111.6903269
2,33.4689378,-112.1085199
1,33.6396096,-112.2510722
3,33.3831468,-111.9647254
2,33.3037309,-111.9811787
2,43.7069571,-79.3756457
1,43.1110825,-89.4744055
2,33.5958018,-112.0146736
3,33.2622885127,-111.757054358
2,35.9983694,-115.1018612
1,41.6430291,-81.4504016
2,43.6692196,-79.3356473
1,36.108719,-115.1721291
2,36.1100836838,-115.173179008
1,43.7358325,-79.347512
4,33.5568122864,-111.890434265
2,33.5652459,-111.9152163
2,45.4786701,-73.6035933
1,35.9786011827,-115.099240243
2,36.0954151675,-115.174970342
2,33.4523048,-111.6871763
1,43.7524465,-79.2622936
1,36.160552,-115.318872
3,35.150282,-80.850352
2,35.094831,-80.86492
1,41.6831717,-81.3400624
2,36.11289,-115.171282
3,36.1268841326,-115.167014281
1,36.121428,-115.169617
3,36.117966,-115.174839
3,41.3332557,-81.8355664
2,45.4628716,-73.5711955
2,43.650552,-79.450453
3,43.8550857873,-79.5624014711
2,45.5331078,-73.613192
2,43.105446371,-89.1980152065
4,43.6705809,-79.3926817
2,40.4552226,-80.1620753
2,33.4800922,-112.091166
2,43.618545,-79.5439442
1,33.4608946,-112.1681685
3,43.6664195,-79.4039092
2,45.5203236,-73.6242652
1,39.7995753,-88.2878659
2,33.6102354,-112.2369046
2,40.3481607,-80.1554604
2,33.465429,-112.0763573
2,43.6643767,-79.3844728
2,33.5256323,-111.9245261
1,41.4582393248,-82.0214197093
2,41.2500833664,-81.842061444
1,36.1448952,-115.2001708
3,36.1427849,-115.2062979
1,33.2811847,-111.7901918
2,43.663275,-79.3302169
3,43.0749565,-89.3888869
2,43.0749538,-89.3907598
2,45.5027545,-73.5714715
2,33.3409988,-111.8601111
1,33.3128266,-111.8596575
1,33.3196702,-111.8606666
2,48.77735,9.16874
2,33.581504,-111.925693
2,33.3186906,-111.9437771
4,43.7767468,-79.4734131
2,43.6786812,-79.2984885
2,43.6695671,-79.3885937
1,43.4900597,-79.7152564
1,41.5228145,-81.6522455
2,43.6690976,-79.3033329
2,43.6865554,-79.3936049
2,43.667254,-79.385335
3,44.0162725,-79.4463908
2,40.2909757,-79.9973439
2,33.6116508043,-112.165567973
3,43.6455988,-79.3939028
2,33.641219,-112.113209
1,33.6403418,-112.1106724
2,43.6794365,-79.3415074
2,36.2611679707,-115.181648843
1,41.4604712,-81.949171
2,41.4589523,-81.9515531
2,41.4604659923,-81.9525440737
1,41.457282,-81.898707
1,35.1363546138,-80.7137239538
1,48.7749,9.15524
2,33.6377418163,-112.227934548
1,33.6698040611,-112.238971899
2,33.630552,-112.23811
1,33.637659,-112.217436
1,33.6000118,-112.2825659
2,33.3066657343,-111.979830784
2,45.5321143365,-73.6124264449
2,45.479123,-73.581528
1,36.0213103,-115.0863042
1,36.0059007,-115.1118635
2,36.1444044,-115.164856
2,43.6480491,-79.3771535
2,35.156338,-80.831878
1,41.5199389,-81.5182749
3,45.5179642,-73.5885491
2,45.4947875,-73.6374905
2,43.7812424,-79.287166
2,36.0946344879,-115.174006601
1,41.508602,-81.6063549
2,43.6400718,-79.4189867
1,36.0864569,-115.2437024
3,43.6603801,-79.3860568
3,33.6967243,-111.8887701
1,33.2972145081,-111.755630493
1,41.503361,-81.636445
2,45.507439,-73.560607
1,41.3423244,-81.5295431
2,43.6723367,-79.3222824
2,35.138285,-80.910651
2,35.2609158768,-81.1424550271
2,35.268268,-81.138728
2,45.4944263,-73.5790666
2,40.4408753,-79.957545
1,33.465786,-112.2386037
2,36.2476102,-115.1534549
1,41.400567,-82.107802
1,41.3944298,-82.1058993
2,43.8971681626,-79.033591604
1,36.0335051305,-114.985688059
3,40.0818898,-88.262944
3,43.6639109,-79.34384
2,55.9229354,-3.2886882
1,33.4948744,-112.1282186
1,33.3568181,-111.7897728
2,33.321544,-111.98237
2,33.3322725363,-111.979005025
1,45.5236777,-73.605135
2,41.484623,-81.704413
1,41.494515894,-82.0621881634
2,33.583948,-111.928052
2,55.9529068,-3.1931655
3,36.1646405,-115.2458821
2,35.1517973,-80.9507926
2,33.604856,-111.715082
3,48.7279,9.14558
2,43.7013098,-79.3974301
2,45.8902897,-74.1557986
1,33.3368564,-111.790726
1,36.05545,-115.27919
2,40.440386,-79.99447
3,43.6685013,-79.3959679
1,43.166656,-89.266473
3,43.6701750487,-79.3000968219
1,35.2191059,-80.7970519
1,35.219977,-80.8132486
1,33.6543385,-112.0667308
1,43.817265,-79.4241868
4,41.4722416,-81.7381546
2,43.6374052,-79.4243811
2,40.4028704,-80.0933461
1,45.5331873303,-73.6134822477
3,43.6473279707,-79.3871869343
2,55.9512602,-3.1899866
1,36.1955918,-115.04046
1,43.7385543,-79.5659556
2,55.9533795,-3.20798
2,33.4304474,-111.8737232
2,33.4149169,-111.8415953
2,33.41644,-111.834415
1,40.1157899,-88.2431976
2,45.5612388,-73.7455709
1,33.3779463,-111.8076469
2,33.377419,-111.8100869
1,33.376815,-111.859208
3,43.6594325,-79.5137176
2,43.7620368,-79.4103214
3,43.0563478,-89.4959564
2,35.1026689211,-80.98548535
3,33.5018520578,-111.924050752
2,41.525926,-81.3379046
2,33.6555665,-112.011998892
2,43.6656754,-79.470539
2,45.523208,-73.5835809
2,43.857594,-79.357332
2,40.493969,-79.860283
1,33.5081735,-112.0947772
2,33.5209647,-112.0974082
2,41.4720497131,-81.8832244873
1,33.4514921,-111.7384405
2,36.1714276,-115.2450798
2,55.9456591,-3.1903111
2,43.64864,-79.3910111
2,41.3797936259,-81.738210842
2,36.0121485,-115.15323
1,43.0837436,-89.3078087
2,43.6444276,-79.3994346
1,43.758688,-79.2889502
1,45.5143787,-73.5731703
1,36.1947007117,-115.205170581
2,36.1951244301,-115.207475737
2,45.4973562,-73.6231528
1,35.2203588,-80.8168897
1,45.5316344,-73.5755843
2,33.4171911,-111.7347647
2,33.423681,-111.733754
1,45.5095728,-73.8027632
1,36.1050259,-115.1359481
3,33.6183213,-111.9262519
1,33.6383514,-112.2246093
2,33.6538701,-112.1862714
2,33.6384672631,-112.179621458
2,55.942038,-3.18211
3,43.6775873,-79.4070502
2,36.0648674,-115.0390976
2,33.2612285,-111.8569131
2,43.017048,-89.422717
2,43.8029564086,-79.2937258565
2,43.6469223,-79.4060226
1,43.6660069,-79.349529
1,40.357482,-80.002086
2,43.6160832,-79.6175759
2,35.176496,-80.802224
2,36.1434735,-115.2622382
1,43.6123835411,-79.6947049033
3,41.477896,-81.6824693
2,41.477766,-81.698763
1,41.475771,-81.691621
2,33.6748536,-111.924416
1,33.6700672,-111.9043729
2,43.7756724,-79.2581928
2,43.6587449,-79.3507401
1,43.6553501508,-79.4567192927
3,40.432545,-79.783247
2,43.7620368,-79.4103214
2,41.3073038,-81.4419172
2,43.849522969,-79.381646709
2,43.6618632,-79.3833046
1,36.1010606055,-115.280462827
1,36.1440225,-115.195896
2,33.4484361,-112.0723352
1,43.664569,-79.4131014
1,43.6808808,-79.2845966
2,40.459221,-79.965593
2,36.0635111,-115.2507719
2,43.6751912,-79.3434759
3,35.035319,-80.806121
3,36.1580433,-115.0460999
2,40.4071242,-79.9164495
3,55.9561307,-3.2420059
2,33.2761422,-112.28609
2,35.2298209,-80.8442279
2,41.4147508,-82.2421357
1,35.0465455469,-80.9904607167
1,33.4878314,-112.0304322
2,33.7268828,-111.8543179
2,43.6487356,-79.3952314
2,41.4153695,-82.2049718
2,41.344183,-82.297515
2,45.5133458,-73.5710262
1,36.0554554752,-115.241407124
2,55.9500165,-3.208906
3,45.5236141,-73.5947317
1,33.4715928,-111.9257135
1,33.4753024,-111.9256769
2,41.3700873,-81.8255857
2,36.3255827,-115.2896852
1,43.6495061,-79.3926918
2,35.1231419,-80.7299119
2,55.9441454,-3.1834518
2,43.6647862459,-79.3848576496
2,45.5369439,-73.6074006
2,36.1249276,-115.1354186
2,45.5367372,-73.6025263
1,45.50831,-73.560778
2,36.0561222,-115.2812612
3,33.6269595,-111.918948
1,33.601973,-111.88792
3,33.6207149,-111.894704
2,43.6782159,-79.3488696
2,40.4245715,-79.8910195
2,40.4315631,-79.8933854
2,43.6545216338,-79.4018411636
1,43.8060175,-79.2879659
2,33.302707,-111.84254
1,33.3205369,-111.8582011
1,43.7826623,-79.4900102
2,33.3639642,-111.6349052
2,41.434188,-81.498748
2,33.4146238,-111.8167656
2,35.366335,-80.78588
3,43.8254765,-79.5386
1,43.6516252,-79.3977707
1,33.5669592,-112.0996079
1,33.6541283,-112.1098241
2,33.393789,-111.899318
2,33.5513609,-112.1837446
2,36.1915723,-115.2593102
2,43.0907300962,-89.5229591466
1,35.227415,-80.84523
2,41.389636,-81.532559
1,33.5555964,-112.133732
3,43.6700432,-79.3941999
4,36.1081923221,-115.176013461
2,36.1265953,-115.1653652
2,36.1051256,-115.1752326
4,36.102918,-115.169751
1,43.7796206896,-79.1379319195
2,33.3934084,-111.7014499
2,33.6222352,-111.9217332
2,43.133354,-89.302295
2,43.8890874387,-78.9026924992
2,33.3809075037,-111.964241508
2,33.3918081494,-111.961647134
2,33.3928431352,-111.939826012
2,41.5201313,-81.4398714
2,36.1272241,-115.1715512
1,36.1181654,-115.1706363
1,36.1067305,-115.1719754
3,36.1173432,-115.1763623
4,36.1107323,-115.1722365
3,36.119049,-115.176282
1,41.3725024,-81.8668282
3,36.144376,-115.065809
2,43.807456,-79.551806
1,35.335627,-80.922953
1,35.089838,-80.868412
2,33.3810889,-111.8391838
1,33.2815199193,-111.793574949
3,33.2718255,-111.7907708
2,33.2812353,-111.7909699
1,33.2639985531,-111.856509031
1,55.9405447,-3.2175696
2,33.49328,-111.929765
2,43.1793095,-89.2351404
1,41.44023,-81.729324
1,41.1550349,-81.3965888
2,45.5243273,-73.552627
2,33.6087411365,-112.220646925
1,33.451825,-112.079327
2,35.08818,-80.852046
1,35.086455,-80.847143
1,35.243139855,-81.0284845728
1,41.5010152689,-81.565641202
2,33.5100592,-111.9255918
2,45.4960942789,-73.7048411175
2,36.144051,-115.198702
2,36.1739618,-115.1608111
2,35.9770560135,-114.836214446
2,43.6694204,-79.3022232
1,40.4523244,-79.9521152
2,33.4625959,-112.3919462
2,36.016771,-115.056421
2,43.6513894,-79.3970352
2,45.5151368,-73.563507
1,33.4221752,-111.945369
2,33.4324152,-111.9052063
2,36.1260441832,-115.211447937
2,36.1260788,-115.2198304
2,36.1158141,-115.0961763
2,45.5220045,-73.7989981
1,43.5887291,-79.7230689
2,48.8083381,9.2767637
2,55.9407281,-3.1805757
2,43.7555859,-79.3521203
2,43.6438197,-79.4041983
2,33.7101008,-112.1124809
1,40.4227496,-79.8806393
2,33.3624072,-111.8763611
2,55.9531598984,-3.1892338635
2,43.6507521,-79.4792766
2,33.487608,-112.082516
2,33.3806444,-111.7533458
3,33.5090867856,-112.149417755
3,45.519788,-73.5733571
2,36.3076324,-115.2785988
2,44.0402502,-79.4528828
1,36.2684007,-115.2956118
2,36.1680995,-115.1922304
2,35.4456919,-80.8788441
3,33.6358142,-112.2041464
1,33.6536166,-112.1352214
2,45.4200698,-73.4944027
3,36.121073531,-115.163920022
1,36.1323077,-115.1589556
1,43.6503025,-79.4807037
2,33.3791691,-112.0680197
3,43.6417571,-79.4319284
2,36.1100828,-115.1538714
1,48.89064,9.19177
1,43.8553051,-79.2569666
1,45.4981255,-73.6256111
2,33.3929914,-111.8122674
2,33.2667706,-111.7220739
2,41.456824,-82.031559
2,35.210222,-80.85614
2,43.6701854,-79.3915997
1,36.16014,-115.108375
2,36.27129,-115.2062413
1,35.9770536,-114.8382915
2,41.416173,-81.907026
2,41.395885,-81.6880278
2,36.0335356835,-115.208445576
2,45.4344463,-73.6915286
2,45.4709416,-73.5906046
1,36.1235575,-115.2075378
1,36.1233348,-115.2170789
1,41.4626761452,-81.4804907392
2,43.8435304,-79.3767323
2,43.6094809,-79.6963442
3,45.503073,-73.5632229
1,36.0684717,-115.1743346
1,41.4845820386,-81.7993455872
2,40.443036,-80.002605
2,41.520075,-81.462806
1,36.2391919,-115.1480144
2,43.7492831,-79.7275433
2,40.5379722,-80.0133361
2,40.443994,-79.998282
1,40.4403955,-80.0010018
3,35.2084113,-80.8252293
3,35.2051609,-80.819686
2,33.3201827,-111.8976956
1,40.4512206,-79.9346006
2,40.4511828,-79.9344645
1,36.0794089,-115.2980311
2,33.866195,-111.829114
2,33.7418109,-111.9806927
1,36.142796,-115.221713
1,36.1481287,-115.2426539
2,36.0993459,-115.167874
1,43.7377808,-79.5681987
2,44.1141733599,-79.565163208
1,33.378013,-112.1708999
2,35.219012,-80.8111413
2,41.39881,-81.958345
2,41.4152276,-81.8971682
2,36.1023748672,-114.929722715
2,35.177387,-80.880482
1,35.1686070885,-80.8760010079
1,36.1265262,-115.2017756
2,36.1260199,-115.1936341
1,36.1269391,-115.2416392
2,36.125908,-115.197904
1,36.157312,-115.1151063
1,36.158352,-115.14703
1,33.3672589,-111.7548189
2,45.5131123,-73.5663086
1,33.4198793,-111.8394439
2,36.099414,-115.2087414
1,36.1176493,-115.188279
1,55.9457321274,-3.2058147855
4,45.504471,-73.5549911
2,43.6755882,-79.388984
1,43.0768981,-89.4692796
2,43.0755181697,-89.4427871704
1,43.6441190136,-79.4009630755
2,43.671772,-79.3918337
1,41.5084005413,-81.6054528952
2,41.4971381,-81.6792833
1,41.4948485,-81.7080677
1,43.8447840664,-79.3833137275
2,55.9380038,-3.1781604
2,33.5986308836,-111.978371822
2,33.4645118,-111.9083172
1,41.424059,-81.759936
3,43.8783688,-79.2382091
2,36.1745759179,-115.292351246
2,36.1831362174,-115.160473593
1,33.4340373112,-111.994361021
2,40.3232944706,-79.7246833228
2,35.2096,-80.860421
2,35.2114719,-80.8584451
2,36.1242687,-115.3254095
2,35.2263267,-80.8429359
1,40.46194,-80.01929
2,33.6256708821,-111.932584047
2,33.5849204,-111.9255981
2,33.6099946,-111.9266533
2,41.1474659,-81.4708021
2,33.510543,-112.073747
1,36.1744373,-115.2610247
2,43.9561557,-79.2768951
1,33.6428875,-112.3580686
2,33.6244426,-112.3585841
1,43.653226,-79.3831843
2,45.467215,-73.622769
2,40.4380697,-79.9982823
2,43.6487309,-79.3837591
2,43.6831128,-79.3248315
2,43.6540191892,-79.4250432118
2,43.737554,-79.343523
4,45.4190204,-73.4875072
2,33.4808738,-112.2565467
1,41.4389931,-81.7783296
2,43.6634434,-79.3839626
1,36.011634058,-115.174586075
2,45.5166927,-73.5738633
3,43.6469713,-79.406536
1,33.4343748,-111.82412
2,33.3928627,-111.6976298
1,33.639493,-112.057685
1,33.5962271,-112.0359509
1,40.393828,-80.0351994
1,33.366252,-111.7916
1,33.46084,-112.074326
2,33.448654,-112.073195
3,43.725134,-79.455382
1,33.3802298018,-111.842749827
1,33.390448,-111.839987
1,43.051893,-89.5091306
2,36.1323912,-115.1867608
2,36.1232761,-115.2796896
2,55.948208,-3.2062067
2,43.7677879333,-79.4717178345
2,36.1080747,-115.1363806
3,45.9257394,-74.2741274
2,35.220652,-80.817326
1,43.754089,-79.3579885
2,48.7056,9.00018
2,45.4846806667,-73.7949110222
4,43.7156482,-79.4002615
2,35.082645,-80.885621
1,35.087963,-80.858488
2,43.655368,-79.4132129
2,36.030755,-115.2209648
1,36.0142886,-114.9642522
2,55.9569846469,-3.1867771433
2,43.0920977,-89.3547317
3,33.5028371,-111.9294198
2,33.4923943,-111.9181176
3,33.5025088,-111.9290233
2,43.64522,-79.520588
1,41.4007245,-81.5956779
2,43.5928732,-79.6429838
2,45.5326801,-73.606052
1,33.564146,-112.2884145
1,35.480714,-80.860512
1,35.1268022,-80.7082811
2,45.522006,-73.595967
1,45.5584654,-73.7255358
2,33.306009,-111.8857888
1,33.3066004187,-111.872536969
1,35.3184247,-80.6624269
2,35.096878011,-80.7788550854
2,35.0960065,-80.7801381
2,36.2371812,-115.2311905
2,40.4452406,-79.7648453
2,40.110113,-88.233218
3,40.1175503,-88.243507
1,40.116597,-88.242292
1,40.114144,-88.239757
1,40.112846,-88.240511
2,40.118413,-88.2430914
1,40.1270780274,-88.2578811049
2,35.2440597,-80.8919965
3,45.5142762,-73.5729452
2,48.7813246,9.1773127
3,33.5479573,-111.9247993
1,41.4991795,-81.689137
2,36.1638579,-115.1594148
1,33.3016651,-111.8980181
2,33.3186906,-111.9437771
1,33.3046694,-111.9000064
3,33.3017106,-111.8985267
1,45.524204,-73.582919
3,43.0734409,-89.3951782
3,43.0771243,-89.3815107
3,35.200946,-80.842701
2,45.5163083,-73.5573029
2,43.5757712,-79.7837247
2,43.7364715,-79.3466264
2,48.7083863,9.2601234
2,48.7751,9.18329
1,40.3967316,-80.0844608
1,43.6506493,-79.6028462
2,35.1644869,-80.8504161
1,41.362566,-81.421536
1,43.6439259,-79.4088666
1,43.657224,-79.399883
2,45.4612223,-73.566833
2,43.4665119292,-79.7438201308
1,43.662043003,-79.4252548367
1,40.4285864,-79.9846737
1,40.4287428,-79.976903
2,40.428796,-79.976795
2,40.4286949,-79.9844739
2,40.4282880868,-79.9752062559
1,33.6809956,-112.2384609
2,33.327047,-111.68839
2,43.7610778,-79.3008819
2,55.9595,-3.2187
2,43.577291184,-79.6533525735
1,36.1986381,-115.193509
2,41.5709202,-81.5718336
1,42.9881087,-89.5337374
2,43.7839134,-79.1700079
1,33.3804062,-111.6662197
3,48.7787845671,9.1762862329
2,43.6781385,-79.4410688
2,33.5501689,-112.4105725
2,41.3941325081,-81.6446144208
1,43.8484519,-79.350302
1,35.1669955,-80.8508653
4,35.18623,-80.875779
4,36.1088082,-115.173583
2,48.7639175,9.1715054
1,36.1133346,-115.2973924
1,45.4991096,-73.573564
2,35.2429314,-81.0376235
3,41.5011982,-81.4948949
4,36.11475,-115.1941
3,36.1149052,-115.2097436
2,33.509976,-112.179133
2,33.5349253,-112.1847509
1,33.5096401,-112.1852882
2,43.611774,-79.544563
1,33.6102682,-112.1507068
1,33.6384071,-112.1347347
1,35.4158214,-80.6058123
3,45.4756651,-73.5860733
2,43.8491809,-79.3233209
1,35.2398179,-80.9181612
2,45.5021306,-73.5767776
2,48.681166,9.2418933
1,35.0482549,-80.8162405
2,33.6260618575,-112.183879265
1,33.4942209,-112.0304976
1,33.5084937442,-112.038452254
4,33.5099416,-112.0307908
1,36.1265042,-115.2099776
1,36.125587,-115.211199
2,40.3336125,-79.8117608
2,45.5685574,-73.726826
3,55.932615,-3.108909
1,35.1412136,-80.6239791
2,33.582968,-112.1540834
2,43.6666298,-79.3759918
1,33.5800094726,-112.013391796
2,33.612141,-111.909205
1,33.4555055533,-111.925985813
2,55.9496631014,-3.1874129628
2,43.6655137,-79.4654697
2,43.6619110573,-79.4737243652
3,55.9504016,-3.1867083
1,36.1523324,-115.2428249
1,36.1282092,-115.2253496
2,36.1477333425,-115.243336558
2,35.2164881,-80.8404216
2,35.2168918873,-80.8371663094
1,43.6461686276,-79.3842887878
2,43.6668442,-79.3691778
1,35.1726110452,-80.6609850289
1,35.1871766,-80.6872643
2,55.9588125,-3.2075287
2,33.6122985,-111.9180545
2,33.5826009,-111.898628
1,35.104851,-80.879773
2,43.6918356,-79.6292748
2,33.307754,-111.8586701
2,43.6467709,-79.4035695
2,43.82783,-79.287826
1,33.45118,-111.80299
2,43.6509435131,-79.4750473779
1,33.53864,-112.098273
1,33.5669469,-112.0992265
2,33.4016499,-111.925736
2,33.3784399134,-111.928999825
1,43.659641,-79.3967921
3,41.5200417,-81.4681487
1,43.6493491,-79.3795277
2,43.6493491,-79.3795277
1,55.9518687794,-3.1987375564
2,41.626621,-81.434079
2,55.9770251,-3.1727333
3,55.9085210029,-3.2284550517
4,43.6112889,-79.5568671
1,35.357556,-80.868144
1,41.5030911623,-81.5028423127
1,40.539448,-80.011454
1,40.4430393,-79.9969232
2,40.4427108,-79.9988724
2,33.5675177,-112.1703705
2,33.2651416,-111.7224872
4,43.6483334,-79.3758108
1,36.0772861605,-115.298175927
2,33.300817,-111.896963
1,43.7265728,-79.341009
1,43.6526178,-79.4708935
1,36.2540775,-115.1526103
1,36.1595287253,-115.232730303
1,43.622319,-79.521924
1,45.4957063792,-73.7043839693
1,36.1250739238,-115.206622348
2,41.4994954,-81.6954088
2,36.095978,-115.100573
2,36.072698472,-115.092840493
2,33.4353686103,-111.866169406
2,33.670157,-112.2383733
2,33.628251,-112.238064
2,33.6372403,-112.2758295
2,33.3211875,-111.9795022
